ID,condition,genre,prime_order,probe,wm,wm_response,confidence,question_n,question,rating,open_text,final_eval,knew_piece,sex,age
128,low,rock,1,QNVFYBLT,1,QNVFYBLT,5,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Ebenso wie vorher. Hörte sich nach der gleichen Aufnahme an (alle 3). Fröhliche Stimmung, coole Harmonien, schöner Beatles-Sound etc.",NA,7,1,28
128,low,rock,1,QNVFYBLT,1,QNVFYBLT,5,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,Auch wieder wie vorher. Schöner Gitarrensound etc.,NA,7,1,28
128,NA,rock,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,NA,,49.94438917,7,1,28
128,NA,rock,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,NA,,49.94438917,7,1,28
128,NA,rock,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,NA,,49.94438917,7,1,28
128,baseline,classical,1,GTVXCRHS,1,XVRHZ,1,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5,,NA,7,1,28
128,baseline,classical,1,GTVXCRHS,1,XVRHZ,1,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,7,1,28
128,baseline,classical,1,GTVXCRHS,1,XVRHZ,1,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,7,1,28
128,baseline,classical,1,GTVXCRHS,1,XVRHZ,1,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5,,NA,7,1,28
128,baseline,classical,1,GTVXCRHS,1,XVRHZ,1,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,Das erste Horn hat sehr schön gespielt und schöne Bögen gespannt. Insgesamt war mir die Coda zu schnell. Sehr präzises Spiel der Streicher. Die None zum Schluss in den Geigen ging etwas im Blech unten. Zu viel Accelarando kurz vor Schluss,NA,7,1,28
128,baseline,classical,1,GTVXCRHS,1,XVRHZ,1,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Mir hat das erste Horn gut gefallen und den Bogen, der gespannt wurde auch.
Mir war es aber zu schnell insgesamt und die Streicher zu perkussiv. Am Ende hätte man mehr Ritardando machen müssen",NA,7,1,28
128,high,classical,1,HZSCMJPR,1,HZCSJMPR,5,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,7,1,28
128,high,classical,1,HZSCMJPR,1,HZCSJMPR,5,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,7,1,28
128,high,classical,1,HZSCMJPR,1,HZCSJMPR,5,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,7,,NA,7,1,28
128,high,classical,1,HZSCMJPR,1,HZCSJMPR,5,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5,,NA,7,1,28
128,high,classical,1,HZSCMJPR,1,HZCSJMPR,5,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,Genau wie eben: Schönes Horn aber insgesamt zu schnell. Accelarando zum Schluss. Sehr perkussive Triolen in den Streichern. ,NA,7,1,28
128,high,classical,1,HZSCMJPR,1,HZCSJMPR,5,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Auch wie eben: Schönes Horn aber leider zu schnell. Auch dominieren die letzten Takte die Hörner zu sehr. Es wäre besser gewesen, die Posaunen stärker hervorzuheben, da diese das Hauptthema des ersten Satzes zitieren.",NA,7,1,28
128,low,classical,1,PLBCWYZN,1,WLBCYZN,4,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5,,NA,7,1,28
128,low,classical,1,PLBCWYZN,1,WLBCYZN,4,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,7,1,28
128,low,classical,1,PLBCWYZN,1,WLBCYZN,4,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,7,,NA,7,1,28
128,low,classical,1,PLBCWYZN,1,WLBCYZN,4,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5,,NA,7,1,28
128,low,classical,1,PLBCWYZN,1,WLBCYZN,4,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Wie zuvor: Schönes Horn, zu schnell, perkussive Geigen, Accelarando, dominante Hörner zum Schluss",NA,7,1,28
128,low,classical,1,PLBCWYZN,1,WLBCYZN,4,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Auch wie eben: Solo-Horn sehr schön, Streicher zu betont, Insgesamt zu schnell",NA,7,1,28
128,NA,classical,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,NA,,49.85178854,7,1,28
128,NA,classical,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,NA,,49.85178854,7,1,28
128,NA,classical,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,NA,,49.85178854,7,1,28
13,baseline,rock,1,RCYMGWBS,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,38
13,baseline,rock,1,RCYMGWBS,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,38
13,baseline,rock,1,RCYMGWBS,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,38
13,baseline,rock,1,RCYMGWBS,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,2,38
13,baseline,rock,1,RCYMGWBS,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"sechziger Jahre, fröhlich, eingängig,
",NA,1,2,38
13,baseline,rock,1,RCYMGWBS,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"ich höre diese Art von Musik selten.
aber wenn ich sie höre finde ich sie gut.
ich mag die Melodie. Ich empfinde die Melodie fröhlich. Es macht mir gute Laune.",NA,1,2,38
13,high,rock,1,GDRXBZYH,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,38
13,high,rock,1,GDRXBZYH,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,38
13,high,rock,1,GDRXBZYH,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,38
13,high,rock,1,GDRXBZYH,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,2,38
13,high,rock,1,GDRXBZYH,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Ich mag die Musik. Ich finde sie fröhlich, mitreißend, eingängig",NA,1,2,38
13,high,rock,1,GDRXBZYH,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Der 60 iger Jahre Sound ist für mich ungewöhnlich, freiwillig höre ich sowas nicht aber eigentlich gefällt es mir.",NA,1,2,38
13,low,rock,1,QNVFYBLT,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,38
13,low,rock,1,QNVFYBLT,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,38
13,low,rock,1,QNVFYBLT,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,38
13,low,rock,1,QNVFYBLT,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,2,38
13,low,rock,1,QNVFYBLT,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Ich höre keinen Unterschied.
Auch hier ist es in meinen Ohren eine heitere Melodie",NA,1,2,38
13,low,rock,1,QNVFYBLT,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"es ist eine eingängige Melodie, ich glaube oft möchte ich es nicht hören. ich kann mir vorstellen dass es schnell nerven kann. ist Ohrwurmmusik",NA,1,2,38
13,NA,rock,NA,NA,0,NA,NA,NA,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,NA,,50.5,1,2,38
13,NA,rock,NA,NA,0,NA,NA,NA,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,NA,,50.5,1,2,38
13,NA,rock,NA,NA,0,NA,NA,NA,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,NA,,52.72062131,1,2,38
13,baseline,classical,1,GTVXCRHS,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,38
13,baseline,classical,1,GTVXCRHS,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,38
13,baseline,classical,1,GTVXCRHS,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,38
13,baseline,classical,1,GTVXCRHS,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,2,38
13,baseline,classical,1,GTVXCRHS,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,das Stück gefällt mir sehr gut. dramatisch,NA,1,2,38
13,baseline,classical,1,GTVXCRHS,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,es hat mir gefallen mehr kann ich nicht sagen  ,NA,1,2,38
13,high,classical,1,HZSCMJPR,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,38
13,high,classical,1,HZSCMJPR,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,38
13,high,classical,1,HZSCMJPR,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,38
13,high,classical,1,HZSCMJPR,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,2,38
13,high,classical,1,HZSCMJPR,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,das Stück ist für mein Empfinden dramatisch. ich habe es gerne gehört. klassische Musik ist mir nicht sehr bekannt,NA,1,2,38
13,high,classical,1,HZSCMJPR,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,es hat mir gefallen. Genauer kann ich es nicht beschreiben,NA,1,2,38
13,low,classical,1,PLBCWYZN,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,38
13,low,classical,1,PLBCWYZN,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,38
13,low,classical,1,PLBCWYZN,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,38
13,low,classical,1,PLBCWYZN,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,2,38
13,low,classical,1,PLBCWYZN,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,die Stimmung ist eher schwer und dramatisch,NA,1,2,38
13,low,classical,1,PLBCWYZN,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"es ist mir nicht eingängig. ich würde es freiwillig nicht hören, trotzdem habe ich es
gerne gehört. für mich ist es keine Musik zum nebenbei hören",NA,1,2,38
13,NA,classical,NA,NA,0,NA,NA,NA,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,NA,,46.14100262,1,2,38
13,NA,classical,NA,NA,0,NA,NA,NA,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,NA,,50.7467357,1,2,38
13,NA,classical,NA,NA,0,NA,NA,NA,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,NA,,44.49609795,1,2,38
144,baseline,rock,2,CMFSJBNR,1,cmrfs,2,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,3,,NA,1,1,19
144,baseline,rock,2,CMFSJBNR,1,cmrfs,2,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,3,,NA,1,1,19
144,baseline,rock,2,CMFSJBNR,1,cmrfs,2,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5,,NA,1,1,19
144,baseline,rock,2,CMFSJBNR,1,cmrfs,2,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,2,,NA,1,1,19
144,baseline,rock,2,CMFSJBNR,1,cmrfs,2,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,langsam,NA,1,1,19
144,baseline,rock,2,CMFSJBNR,1,cmrfs,2,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,hat mich nicht angesprochen,NA,1,1,19
144,low,rock,2,GYWLNPHM,1,gywlnp,4,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,2,,NA,1,1,19
144,low,rock,2,GYWLNPHM,1,gywlnp,4,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,2,,NA,1,1,19
144,low,rock,2,GYWLNPHM,1,gywlnp,4,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5,,NA,1,1,19
144,low,rock,2,GYWLNPHM,1,gywlnp,4,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,2,,NA,1,1,19
144,low,rock,2,GYWLNPHM,1,gywlnp,4,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"langweilig und nervig beim zweiten mal
",NA,1,1,19
144,low,rock,2,GYWLNPHM,1,gywlnp,4,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,hab mir gewünscht vorspulen zu könne ,NA,1,1,19
144,high,rock,2,LXZNFMHY,1,lxznfs,2,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,2,,NA,1,1,19
144,high,rock,2,LXZNFMHY,1,lxznfs,2,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,2,,NA,1,1,19
144,high,rock,2,LXZNFMHY,1,lxznfs,2,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,2,,NA,1,1,19
144,high,rock,2,LXZNFMHY,1,lxznfs,2,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,2,,NA,1,1,19
144,high,rock,2,LXZNFMHY,1,lxznfs,2,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,immer noch das selbe wie davor ist ja auch die selbe aufnahme,NA,1,1,19
144,high,rock,2,LXZNFMHY,1,lxznfs,2,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,eine zumutung den Leuten das selbe drei mal hören zulassen ,NA,1,1,19
144,NA,rock,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,NA,,48.4627551,1,1,19
144,NA,rock,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,NA,,48.83316327,1,1,19
144,NA,rock,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,NA,,48.83316327,1,1,19
144,baseline,classical,2,TBHNLXMZ,1,tbhl,3,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,1,19
144,baseline,classical,2,TBHNLXMZ,1,tbhl,3,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,1,19
144,baseline,classical,2,TBHNLXMZ,1,tbhl,3,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,1,19
144,baseline,classical,2,TBHNLXMZ,1,tbhl,3,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,1,19
144,baseline,classical,2,TBHNLXMZ,1,tbhl,3,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"sounds epic
",NA,1,1,19
144,baseline,classical,2,TBHNLXMZ,1,tbhl,3,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"hat mich an star wars erinnert
",NA,1,1,19
144,low,classical,2,YQGNSXCL,1,yognsx,4,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,1,19
144,low,classical,2,YQGNSXCL,1,yognsx,4,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,1,19
144,low,classical,2,YQGNSXCL,1,yognsx,4,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,1,19
144,low,classical,2,YQGNSXCL,1,yognsx,4,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,1,19
144,low,classical,2,YQGNSXCL,1,yognsx,4,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,immer noch wie davor ,NA,1,1,19
144,low,classical,2,YQGNSXCL,1,yognsx,4,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,hat sich nichts geändert,NA,1,1,19
144,high,classical,2,HBRTVNPC,1,hbrtv,4,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,1,19
144,high,classical,2,HBRTVNPC,1,hbrtv,4,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,1,19
144,high,classical,2,HBRTVNPC,1,hbrtv,4,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,1,19
144,high,classical,2,HBRTVNPC,1,hbrtv,4,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,6,,NA,1,1,19
144,high,classical,2,HBRTVNPC,1,hbrtv,4,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,hat sie nichts geändert,NA,1,1,19
144,high,classical,2,HBRTVNPC,1,hbrtv,4,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,same thing,NA,1,1,19
144,NA,classical,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,NA,,50.5,1,1,19
144,NA,classical,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,NA,,50.5,1,1,19
144,NA,classical,NA,NA,1,NA,NA,NA,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,NA,,50.5,1,1,19
149,baseline,classical,2,TBHNLXMZ,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,22
149,baseline,classical,2,TBHNLXMZ,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,6,,NA,1,2,22
149,baseline,classical,2,TBHNLXMZ,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5,,NA,1,2,22
149,baseline,classical,2,TBHNLXMZ,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,7,,NA,1,2,22
149,baseline,classical,2,TBHNLXMZ,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Episch, Orchestral, Cineastisch, Klassisch, Voller Klang, Spannungsaufbau",NA,1,2,22
149,baseline,classical,2,TBHNLXMZ,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Gefallen: der volle Klang, Stimmungsaufbau
Nicht Gefallen: nichts",NA,1,2,22
149,low,classical,2,YQGNSXCL,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5,,NA,1,2,22
149,low,classical,2,YQGNSXCL,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,3,,NA,1,2,22
149,low,classical,2,YQGNSXCL,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5,,NA,1,2,22
149,low,classical,2,YQGNSXCL,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,4,,NA,1,2,22
149,low,classical,2,YQGNSXCL,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Episch, Orchestral, Vielschichtig",NA,1,2,22
149,low,classical,2,YQGNSXCL,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Gefallen: Stimmungsaufbau
Nicht gefallen: Abweichender Rhytmus der Geigen im Hintergrund, zu starke Kontraste, kein fließender Aufbau",NA,1,2,22
149,high,classical,2,HBRTVNPC,0,NA,NA,Interpretation,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,6,,NA,1,2,22
149,high,classical,2,HBRTVNPC,0,NA,NA,Timing/Rhythm,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,7,,NA,1,2,22
149,high,classical,2,HBRTVNPC,0,NA,NA,Tone Quality,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,6,,NA,1,2,22
149,high,classical,2,HBRTVNPC,0,NA,NA,Expressiveness,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,7,,NA,1,2,22
149,high,classical,2,HBRTVNPC,0,NA,NA,NA,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",NA,"Episch, Voller Klang, Cineastisch, Vielschichtig, Spannungsaufbau, Gute Variation in Lautstärke",NA,1,2,22
149,high,classical,2,HBRTVNPC,0,NA,NA,NA,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",NA,"Gut: Voller Klang, Stimmungausfbau, Zusammenspiel einzelner Komponenten, Fokus auf verschiedene Instrumente
Nicht gut: nichts",NA,1,2,22
