play_exit.keys,play_exit.rt,ratings_slider.response,ratings_slider.rt,ratings_loop.thisRepN,ratings_loop.thisTrialN,ratings_loop.thisN,ratings_loop.thisIndex,ratings_loop.ran,questions,participant,EXPRA code (only for EXPRA students),date,expName,psychopyVersion,OS,frameRate,open_text_response.text,open_text_loop.thisRepN,open_text_loop.thisTrialN,open_text_loop.thisN,open_text_loop.thisIndex,open_text_loop.ran,genre_trials.thisRepN,genre_trials.thisTrialN,genre_trials.thisN,genre_trials.thisIndex,genre_trials.ran,genre_trials.order,prime_text,auditory_stim,condition,genre,order,probe,eval_slider.response,eval_slider.rt,final_eval_loop.thisRepN,final_eval_loop.thisTrialN,final_eval_loop.thisN,final_eval_loop.thisIndex,final_eval_loop.ran,knew_slider.response,knew_slider.rt,genre_block.thisRepN,genre_block.thisTrialN,genre_block.thisN,genre_block.thisIndex,genre_block.ran
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,0,2,2,2,1,1,"Nach seinem Bachelorabschluss von der Royal Holloway University of London, setzt Kurt Schlichter seine Ausbildung als Dirigent in einem Master an dem Royal College of Music fort. Zu Beginn seines Studiums war es für Kurt sehr herausfordernd, eine breite Palette an klassischen Werken in Proben und Aufführungen zu dirigieren. Die Erfahrungen in seinem Studium konnten jedoch dazu beitragen, dass er sich positiv weiterentwickelte und als einer der besten seines Jahrgang den Abschluss machte.
Im Gespräch mit Kurt über seine Erfahrungen sagt er: ""Die Möglichkeiten am Royal College waren sehr abwechslungsreich und lohnend. Für mein Abschlussprojekt konnte ich eines meiner Lieblingsstücke von Bruckner dirigieren, was mir ermöglichte mich voll und ganz auf den komplexen Kompositionsstil dieses genialen Komponisten einzulassen.""

Quelle: http://www.k-schlichter-music.net",bruckner_excerpt.wav,low,classical,1,PLBCWYZN,,,,,,,,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,30.1854273,46.802,0,1,1,1,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,16.53271852,7.529,0,2,2,2,1,,,,,,,
,,,,,,,,,,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
space,164.382,6,7.645,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.346,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.384,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.76,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,0,0,0,0,1,1,"Für diese Aufnahme sind keine Informationen verfügbar. 
Bitte warten. Die Aufnahme wird kurzzeitig abgespielt.",beatles.wav,baseline,rock,1,RCYMGWBS,,,,,,,,,,,,,,
space,2.039,6,1.97,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.25,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.264,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.186,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,0,1,1,1,1,1,"Die Fab Four sind eine der bekanntesten Beatles Tribute Bands der Welt. Sie sind bereits unter anderem in Japan, Malaysia, Frankreich, Deutschland, den USA und Australien aufgetreten.
Die Band zeichnet sich durch ihre Liebe zum Detail aus. Sie verkörpern die Beatles in ihrem Verhalten, ihrer Sprechweise, ihrem Äußerem und vor allem in ihrem musikalischen Stil. Um authentisch zu wirken verzichtet die Band in jeglicher Form auf Lipsync und Ardy Sarraf, der eigentlich Rechtshänder ist, hat sich sogar antrainiert den Bass, wie Paul McCartney, mit links zu spielen.  
Die Leidenschaft der Gruppe hat sich ausgezahlt, so waren sie schon bei großen TV-Shows wie der Ellen Show oder Good Morning America zu Gast. Seit ihrer Gründung 1997 waren sie bereits viermal Headliner für die International Beatlesweek Liverpool und 2013 gewannen sie sogar einen Emmy Award für ihr PBS Special „The Fab Four: The Ultimate Tribute“.

Quelle: https://www.thefabfour.com/",beatles.wav,high,rock,1,GDRXBZYH,,,,,,,,,,,,,,
space,47.769,6,1.726,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,23.899,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,0,2,2,2,1,1,"Die Cockroaches haben sich als Jugendliche auf der Schule kennengelernt. Aufgrund einer gemeinsame Liebe zu den Beatles entstand die Idee eine Coverband zu gründen.
1991 trat die Band auf dem Tribute to the Beatles Konzert in Amsterdam auf und veröffentlichten im gleichen Jahr eine CD. Weitere Erfolge in ihrer Karriere als Coverband blieben jedoch aus. Auch wenn sie einige Ähnlichkeiten im Stil zu den Beatles aufweisen konnten, wurden sie in Kritiken überwiegend als amateurhaft beschrieben.
Die Band berichtete, dass ihre Jahre im Show-Business nicht einfach waren. Die berufliche Unsicherheit, fehlende Unterstützung ihrer Familien und vor allem der ausbleibende Erfolg waren psychisch sehr belastend, weswegen sie sich nach 3 Jahren einig waren, die Band aufzulösen. Heutzutage verdienen die Mitglieder der Cockroaches ihren Lebensunterhalt als Elektroniker, Koch, Bauarbeiter und Personal Trainer.

Quelle: http://www.overdose.am/bloghome/music/cockroaches-tribute-opening-show-html?",beatles.wav,low,rock,1,QNVFYBLT,,,,,,,,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,63.08352074,2.589,0,0,0,0,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,
,,,,,,,,,,3493,XXXXX,2021-12-09_15h31.00.529,rep_pres_illusion,2021.2.3,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.271,1,0,1,0,1
