play_exit.keys,play_exit.rt,ratings_slider.response,ratings_slider.rt,ratings_loop.thisRepN,ratings_loop.thisTrialN,ratings_loop.thisN,ratings_loop.thisIndex,ratings_loop.ran,questions,participant,EXPRA code (only for EXPRA students),date,expName,psychopyVersion,OS,frameRate,open_text_response.text,open_text_loop.thisRepN,open_text_loop.thisTrialN,open_text_loop.thisN,open_text_loop.thisIndex,open_text_loop.ran,genre_trials.thisRepN,genre_trials.thisTrialN,genre_trials.thisN,genre_trials.thisIndex,genre_trials.ran,genre_trials.order,prime_text,auditory_stim,condition,genre,order,probe,eval_slider.response,eval_slider.rt,final_eval_loop.thisRepN,final_eval_loop.thisTrialN,final_eval_loop.thisN,final_eval_loop.thisIndex,final_eval_loop.ran,knew_slider.response,knew_slider.rt,genre_block.thisRepN,genre_block.thisTrialN,genre_block.thisN,genre_block.thisIndex,genre_block.ran
,,4,0.814,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,xx,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,xx,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,0,1,1,1,1,2,"Nach seinem Bachelorabschluss von der Royal Holloway University of London, setzt Kurt Schlichter seine Ausbildung als Dirigent in einem Master an dem Royal College of Music fort. Zu Beginn seines Studiums war es für Kurt sehr herausfordernd, eine breite Palette an klassischen Werken in Proben und Aufführungen zu dirigieren. Die Erfahrungen in seinem Studium konnten jedoch dazu beitragen, dass er sich positiv weiterentwickelte und als einer der besten seines Jahrgang den Abschluss machte.
Im Gespräch mit Kurt über seine Erfahrungen sagt er: ""Die Möglichkeiten am Royal College waren sehr abwechslungsreich und lohnend. Für mein Abschlussprojekt konnte ich eines meiner Lieblingsstücke von Bruckner dirigieren, was mir ermöglichte mich voll und ganz auf den komplexen Kompositionsstil dieses genialen Komponisten einzulassen.""

Quelle: http://www.k-schlichter-music.net",bruckner_excerpt.wav,low,classical,2,YQGNSXCL,,,,,,,,,,,,,,
space,158.7874,4,1.3138,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.6558,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.7407,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,1.6721,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,x,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,x,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,0,2,2,2,1,2,"Claudio Abbado ist einer der größten Dirigenten des 20. Jahrhunderts. Er war Chefdirigent der Berliner Philharmoniker und des Londoner Symphonieorchesters, eines der besten Ensembles der Welt. Claudios Karriere könnte erfolgreicher nicht sein. Er gewann den Internationalen Wettbewerb für Komponisten und einen Grammy Award in der Kategorie Best Small Ensemble Performance. Außerdem benannte die Orchesterakademie der Berliner Philharmoniker den Claudio Abbado Kompositionspreis zu seinen Ehren. 2004 dirigierte Abbado die Berliner Philharmoniker zu Bruckners Symphonie No. 4 in einer Reihe von aufgezeichneten Live-Konzerten. Die daraus resultierende CD gewann die Auszeichnung als beste Orchesteraufnahme des Jahres bei den Gramophone Awards.

Quelle: https://www.wikipedia.org/wiki/Claudio_Abbado",bruckner_excerpt.wav,high,classical,2,HBRTVNPC,,,,,,,,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,50.23478197,15.376,0,1,1,1,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,50.90238481,1.592,0,2,2,2,1,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
space,149.5364,4,4.4629,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2.6298,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2.5216,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,10.67,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,xx,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,xx,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,0,0,0,0,1,2,"Für diese Aufnahme sind keine Informationen verfügbar. 
Bitte warten. Die Aufnahme wird kurzzeitig abgespielt.",beatles.wav,baseline,rock,2,CMFSJBNR,,,,,,,,,,,,,,
space,96.2391,4,6.6041,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2.4359,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.8803,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.8649,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,xx,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,0,1,1,1,1,2,"Die Cockroaches haben sich als Jugendliche auf der Schule kennengelernt. Aufgrund einer gemeinsame Liebe zu den Beatles entstand die Idee eine Coverband zu gründen.
1991 trat die Band auf dem Tribute to the Beatles Konzert in Amsterdam auf und veröffentlichten im gleichen Jahr eine CD. Weitere Erfolge in ihrer Karriere als Coverband blieben jedoch aus. Auch wenn sie einige Ähnlichkeiten im Stil zu den Beatles aufweisen konnten, wurden sie in Kritiken überwiegend als amateurhaft beschrieben.
Die Band berichtete, dass ihre Jahre im Show-Business nicht einfach waren. Die berufliche Unsicherheit, fehlende Unterstützung ihrer Familien und vor allem der ausbleibende Erfolg waren psychisch sehr belastend, weswegen sie sich nach 3 Jahren einig waren, die Band aufzulösen. Heutzutage verdienen die Mitglieder der Cockroaches ihren Lebensunterhalt als Elektroniker, Koch, Bauarbeiter und Personal Trainer.

Quelle: http://www.overdose.am/bloghome/music/cockroaches-tribute-opening-show-html?",beatles.wav,low,rock,2,GYWLNPHM,,,,,,,,,,,,,,
space,30.3226,4,4.6681,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,0,2,2,2,1,2,"Die Fab Four sind eine der bekanntesten Beatles Tribute Bands der Welt. Sie sind bereits unter anderem in Japan, Malaysia, Frankreich, Deutschland, den USA und Australien aufgetreten.
Die Band zeichnet sich durch ihre Liebe zum Detail aus. Sie verkörpern die Beatles in ihrem Verhalten, ihrer Sprechweise, ihrem Äußerem und vor allem in ihrem musikalischen Stil. Um authentisch zu wirken verzichtet die Band in jeglicher Form auf Lipsync und Ardy Sarraf, der eigentlich Rechtshänder ist, hat sich sogar antrainiert den Bass, wie Paul McCartney, mit links zu spielen.  
Die Leidenschaft der Gruppe hat sich ausgezahlt, so waren sie schon bei großen TV-Shows wie der Ellen Show oder Good Morning America zu Gast. Seit ihrer Gründung 1997 waren sie bereits viermal Headliner für die International Beatlesweek Liverpool und 2013 gewannen sie sogar einen Emmy Award für ihr PBS Special „The Fab Four: The Ultimate Tribute“.

Quelle: https://www.thefabfour.com/",beatles.wav,high,rock,2,LXZNFMHY,,,,,,,,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,50.87937899,11.7973,0,0,0,0,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,
,,,,,,,,,,4105,434442,2021-12-09_15h38.06.115,rep_pres_illusion,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
