play_exit.keys,play_exit.rt,ratings_slider.response,ratings_slider.rt,ratings_loop.thisRepN,ratings_loop.thisTrialN,ratings_loop.thisN,ratings_loop.thisIndex,ratings_loop.ran,questions,participant,EXPRA code (only for EXPRA students),date,expName,psychopyVersion,OS,frameRate,open_text_response.text,open_text_loop.thisRepN,open_text_loop.thisTrialN,open_text_loop.thisN,open_text_loop.thisIndex,open_text_loop.ran,genre_trials.thisRepN,genre_trials.thisTrialN,genre_trials.thisN,genre_trials.thisIndex,genre_trials.ran,genre_trials.order,prime_text,auditory_stim,condition,genre,order,probe,eval_slider.response,eval_slider.rt,final_eval_loop.thisRepN,final_eval_loop.thisTrialN,final_eval_loop.thisN,final_eval_loop.thisIndex,final_eval_loop.ran,knew_slider.response,knew_slider.rt,genre_block.thisRepN,genre_block.thisTrialN,genre_block.thisN,genre_block.thisIndex,genre_block.ran
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Auch hier hat mich das gesamte Stück sehr berührt. Die Kraft, die das Orchester entwickelt hat finde ich sehr bemerkenswert. Die kurze Phase, bei der es noch einmal ruhiger wird habe ich als sehr angenehm aber zugleich auch sehr wertvoll für den Spannungsanstieg empfunden. Die Dynamik, die das Orchester entwickelt hat hat mir besonders gut gefallen.",0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,0,1,1,1,1,2,"Nach seinem Bachelorabschluss von der Royal Holloway University of London, setzt Kurt Schlichter seine Ausbildung als Dirigent in einem Master an dem Royal College of Music fort. Zu Beginn seines Studiums war es für Kurt sehr herausfordernd, eine breite Palette an klassischen Werken in Proben und Aufführungen zu dirigieren. Die Erfahrungen in seinem Studium konnten jedoch dazu beitragen, dass er sich positiv weiterentwickelte und als einer der besten seines Jahrgang den Abschluss machte.
Im Gespräch mit Kurt über seine Erfahrungen sagt er: ""Die Möglichkeiten am Royal College waren sehr abwechslungsreich und lohnend. Für mein Abschlussprojekt konnte ich eines meiner Lieblingsstücke von Bruckner dirigieren, was mir ermöglichte mich voll und ganz auf den komplexen Kompositionsstil dieses genialen Komponisten einzulassen.""

Quelle: http://www.k-schlichter-music.net",bruckner_excerpt.wav,low,classical,2,YQGNSXCL,,,,,,,,,,,,,,
space,168.036,7,1.739,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.848,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.862,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,1.432,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Ich habe im Vergleich zu den vorherigen Stücken kein Unterschied gehört. Der Anfang (ruhiger Spannungsaufbau) kam für mich länger vor. Genauso wie bei den vorherigen Stücken kam für mich eine Spannung auf. Die Stimmung würde ich als feierlich (Finale, gutes Ende) bezeichnen. Der Klang wirkte auf mich sehr ausdrucksstark und dynamisch.",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Genauso wie bei den vorherigen Aufnahmen hat mir das Gesamtpaket sehr gefallen. Ich habe die Performance sehr genossen. Gleichzeitig habe ich mich hier jedoch gefragt, wo der Unterschied von den Aufnahmen ist, da ich keine großen Unterschiede herausgehört habe. ",0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,0,2,2,2,1,2,"Claudio Abbado ist einer der größten Dirigenten des 20. Jahrhunderts. Er war Chefdirigent der Berliner Philharmoniker und des Londoner Symphonieorchesters, eines der besten Ensembles der Welt. Claudios Karriere könnte erfolgreicher nicht sein. Er gewann den Internationalen Wettbewerb für Komponisten und einen Grammy Award in der Kategorie Best Small Ensemble Performance. Außerdem benannte die Orchesterakademie der Berliner Philharmoniker den Claudio Abbado Kompositionspreis zu seinen Ehren. 2004 dirigierte Abbado die Berliner Philharmoniker zu Bruckners Symphonie No. 4 in einer Reihe von aufgezeichneten Live-Konzerten. Die daraus resultierende CD gewann die Auszeichnung als beste Orchesteraufnahme des Jahres bei den Gramophone Awards.

Quelle: https://www.wikipedia.org/wiki/Claudio_Abbado",bruckner_excerpt.wav,high,classical,2,HBRTVNPC,,,,,,,,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,49.9888746,5.156,0,1,1,1,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,50.67037513,1.065,0,2,2,2,1,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
space,145.059,6,6.202,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,4.839,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.006,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,7.524,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Stimmung: sehr freundlich, zum Tanzen anregend, 80er Jahre
Klang: Orchester sehr freudig, Melodie hat sich eingeschweißt und auch der Text. Ich habe fast darauf gewartet, den Refrain wieder zu hören",0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Die Performance habe ich am Anfang (erste Sekunden) überhaupt nicht gemocht. Mich hat die Verteilung (links:Orchester und rechts:Sänger) der Musikausgabe sehr gestört. Nach kurzer Zeit jedoch habe ich mich darauf eingelassen und habe mit meinem Fuß mitgewippt. Der Refrain hat mich sehr überzeugt und ich habe mich immer wieder sehr gefreut, wenn dieser wieder kam.",0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,0,0,0,0,1,2,"Für diese Aufnahme sind keine Informationen verfügbar. 
Bitte warten. Die Aufnahme wird kurzzeitig abgespielt.",beatles.wav,baseline,rock,2,CMFSJBNR,,,,,,,,,,,,,,
space,145.345,5,8.847,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,3.839,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,1.015,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,1.505,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,Ich habe vom Klang und der Stimmung alles genauso wahrgenommen wie bei der 1. Aufzeichnung,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Ich wurde ab der Hälfte des Stückes unaufmerksam, fast schon genervt. Wie bei der ersten Aufnahme hat mich die Verteilung der Musikausgabe gestört. Nur dieses Mal hat sich das längere Zeit gehalten. Je länger ich nun im Nachhinein darüber nachdenke, desto stärker kommt bei mir Frustration hinzu.",0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,0,1,1,1,1,2,"Die Cockroaches haben sich als Jugendliche auf der Schule kennengelernt. Aufgrund einer gemeinsame Liebe zu den Beatles entstand die Idee eine Coverband zu gründen.
1991 trat die Band auf dem Tribute to the Beatles Konzert in Amsterdam auf und veröffentlichten im gleichen Jahr eine CD. Weitere Erfolge in ihrer Karriere als Coverband blieben jedoch aus. Auch wenn sie einige Ähnlichkeiten im Stil zu den Beatles aufweisen konnten, wurden sie in Kritiken überwiegend als amateurhaft beschrieben.
Die Band berichtete, dass ihre Jahre im Show-Business nicht einfach waren. Die berufliche Unsicherheit, fehlende Unterstützung ihrer Familien und vor allem der ausbleibende Erfolg waren psychisch sehr belastend, weswegen sie sich nach 3 Jahren einig waren, die Band aufzulösen. Heutzutage verdienen die Mitglieder der Cockroaches ihren Lebensunterhalt als Elektroniker, Koch, Bauarbeiter und Personal Trainer.

Quelle: http://www.overdose.am/bloghome/music/cockroaches-tribute-opening-show-html?",beatles.wav,low,rock,2,GYWLNPHM,,,,,,,,,,,,,,
space,145.702,4,2.419,0,0,0,0,1,Wie sehr gefiel Ihnen die Interpretation insgesamt? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,3.769,0,1,1,1,1,Wie sehr mochten Sie das Timing und den Rhythmus der Performance?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,1.656,0,2,2,2,1,Wie sehr gefiel Ihnen die Tonqualität der Performance? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,6.368,0,3,3,3,1,Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte schreiben Sie alles auf, was Ihnen einfällt, um die Performance zu beschreiben. (Stimmung, Klang usw.)",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,Den Klang und die Stimmung habe ich genauso wahrgenommen wie die vorherigen Aufnahmen.,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Bitte beschreiben Sie so ausführlich wie möglich, was Ihnen an der Performance gefallen hat oder was nicht.",5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,"Mich hat die Musik nicht wirklich berührt. Ich war sogar ehr genervt, da ich wusste, was auf mich zu kommt. Das Stück hat sich für mich in die Länge gezogen. Ich hatte nach kurzer Zeit keine Lust mehr der Performance zu zuhören. Zu dem habe ich mir die ganze Zeit Gedanken gemacht, ob es auffällt, dass der Bassspieler eigentlich Rechtshänder ist. Alles in Allem war ich am Ende doch froh, dass das Lied zu Ende ist.",0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,0,2,2,2,1,2,"Die Fab Four sind eine der bekanntesten Beatles Tribute Bands der Welt. Sie sind bereits unter anderem in Japan, Malaysia, Frankreich, Deutschland, den USA und Australien aufgetreten.
Die Band zeichnet sich durch ihre Liebe zum Detail aus. Sie verkörpern die Beatles in ihrem Verhalten, ihrer Sprechweise, ihrem Äußerem und vor allem in ihrem musikalischen Stil. Um authentisch zu wirken verzichtet die Band in jeglicher Form auf Lipsync und Ardy Sarraf, der eigentlich Rechtshänder ist, hat sich sogar antrainiert den Bass, wie Paul McCartney, mit links zu spielen.  
Die Leidenschaft der Gruppe hat sich ausgezahlt, so waren sie schon bei großen TV-Shows wie der Ellen Show oder Good Morning America zu Gast. Seit ihrer Gründung 1997 waren sie bereits viermal Headliner für die International Beatlesweek Liverpool und 2013 gewannen sie sogar einen Emmy Award für ihr PBS Special „The Fab Four: The Ultimate Tribute“.

Quelle: https://www.thefabfour.com/",beatles.wav,high,rock,2,LXZNFMHY,,,,,,,,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das erste Lied im Vergleich zu den anderen?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,99.0569134,4.951,0,0,0,0,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das zweite Lied im Vergleich zu den anderen?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,30.56610924,8.992,0,1,1,1,1,,,,,,,
,,,,,,,,,Wie sehr gefiel Ihnen das dritte Lied im Vergleich zu den anderen?,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,4.498713625,1.131,0,2,2,2,1,,,,,,,
,,,,,,,,,,5227,XXXXX,2021-12-09_20h56.04.581,rep_pres_illusion,2021.2.3,iPad,90.90909091,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.833,1,0,1,0,1
